Price,Close,Close,Close,Close,Close,High,High,High,High,High,Low,Low,Low,Low,Low,Open,Open,Open,Open,Open,Volume,Volume,Volume,Volume,Volume
Ticker,AMZN,ASML,META,NVDA,TSLA,AMZN,ASML,META,NVDA,TSLA,AMZN,ASML,META,NVDA,TSLA,AMZN,ASML,META,NVDA,TSLA,AMZN,ASML,META,NVDA,TSLA
Date,,,,,,,,,,,,,,,,,,,,,,,,,
2025-05-30,205.00999450683594,733.6043090820312,646.5557861328125,135.11300659179688,346.4599914550781,205.99000549316406,742.7548244569366,648.4729988751875,139.6024320207408,363.67999267578125,201.6999969482422,719.8934557675931,631.8670488528962,132.9032778793795,345.2900085449219,204.83999633789062,741.8088942069488,641.5729954990708,138.7025513364048,355.5199890136719,51679400,1785400,16241000,333170900,123474900
2025-06-02,206.64999389648438,743.3223876953125,669.9320678710938,137.3627166748047,342.69000244140625,207.0,743.7405660502577,672.2886482991516,138.10261378714853,348.0199890136719,202.67999267578125,729.5119274967607,643.3304887205626,135.38295485750098,333.3299865722656,204.97999572753906,730.1392254156307,643.4603060358205,135.4729551269194,343.5,29113300,812600,15766300,197663100,81873800
2025-06-03,205.7100067138672,744.0392456054688,665.8878784179688,141.2022247314453,344.2699890136719,208.9499969482422,745.3336476620452,674.6053246627993,141.9821253260672,355.3999938964844,205.02999877929688,729.0539240078081,664.0705578546837,137.93263208053457,343.0400085449219,207.11000061035156,729.511908603252,670.481278340603,138.76252943263086,346.6000061035156,33139100,1085100,11585000,225578800,99324500
2025-06-04,207.22999572753906,739.5885009765625,686.9574584960938,141.9021453857422,332.04998779296875,208.17999267578125,749.5355668787057,688.0059313980648,142.37208748278405,345.6000061035156,205.17999267578125,737.2286283254339,667.6054145049494,139.52243989492337,327.3299865722656,206.5500030517578,747.9523719459316,668.3543324273711,142.17211569309742,345.1000061035156,29915600,1160000,14031900,167120800,98912100
2025-06-05,207.91000366210938,744.547119140625,683.6322021484375,139.97239685058594,284.70001220703125,212.80999755859375,753.2097501193313,693.3781298406639,143.98188696027037,324.54998779296875,207.55999755859375,740.803264959637,681.2656265406558,138.81253909953503,273.2099914550781,209.5500030517578,750.8897443833528,690.6620226565076,142.15211531599257,322.489990234375,51864200,1506500,13083100,231397900,287499800
2025-06-06,213.57000732421875,749.7845458984375,696.703369140625,141.70216369628906,295.1400146484375,213.8699951171875,758.8254884373617,701.7959865050877,143.2519716576077,305.5,210.5,749.565459562495,690.8717682492216,141.49218341482276,291.1400146484375,212.39999389648438,752.8114621631498,695.1655520394484,142.4920575502711,298.8299865722656,39832500,1345100,11728000,153986200,164747700
2025-06-09,216.97999572753906,766.8906860351562,693.05859375,142.612060546875,308.5799865722656,217.85000610351562,778.8391255139499,704.1725400365549,144.98175749406252,309.8299865722656,212.8800048828125,753.8071302203797,692.9387717641956,141.9221449149421,281.8500061035156,214.75,753.8071302203797,697.4522697198046,143.17198765195985,285.9599914550781,38102500,1769400,12773200,185114500,140908900
2025-06-10,217.61000061035156,781.59716796875,701.3865966796875,143.94189453125,326.0899963378906,217.69000244140625,784.9029101233455,702.2153552678959,144.27183958658884,327.8299865722656,214.14999389648438,773.1536236725669,690.5622098918083,141.51219232566982,310.6700134277344,216.77999877929688,775.762361382433,700.3380628694553,142.6720500430919,314.94000244140625,31303300,1715500,10850100,155881900,151256500
2025-06-11,213.1999969482422,780.7210083007812,693.1384887695312,142.8219451904297,326.42999267578125,218.39999389648438,793.8244366708802,707.8472163839234,144.9818270127783,335.5,212.88999938964844,777.3355928537314,690.9915664747034,141.8619926278542,322.5,217.41000366210938,786.6553609301841,702.6946882022667,144.6018435649776,334.3999938964844,39326000,1365900,9582500,167694000,122611400
2025-06-12,213.24000549316406,782.8319091796875,692.359619140625,144.9918212890625,319.1099853515625,213.5800018310547,786.1774576642766,694.3767242272471,144.9918212890625,332.55999755859375,211.3300018310547,778.9785422911523,686.0088098513999,141.84200506767834,316.8599853515625,211.77999877929688,782.0651981954627,692.2997081453341,141.9619934165529,323.0799865722656,27640000,999600,7322700,162365000,105127500
2025-06-13,212.10000610351562,757.7301635742188,681.884765625,141.9619903564453,325.30999755859375,214.0500030517578,769.6088959022857,693.5678973171928,143.57190012016565,332.989990234375,209.6199951171875,756.605014054254,680.0274638185289,140.84205843661482,313.29998779296875,209.9600067138672,763.5948702273266,686.9574533802801,142.47195608609783,313.9700012207031,29337800,1742900,9274400,180820600,128964300
2025-06-16,216.10000610351562,771.8989868164062,701.6464233398438,144.6818389892578,329.1300048828125,217.05999755859375,775.8419934408608,706.6730599404123,146.17174515794912,332.04998779296875,211.60000610351562,762.6887320430621,693.042245323344,143.19191756263837,326.4100036621094,212.30999755859375,763.077070883867,698.8583271202571,143.3419182543515,331.2900085449219,33284200,1454500,13720300,183133700,83925900
2025-06-17,214.82000732421875,756.5950317382812,696.7597045898438,144.1118621826172,316.3500061035156,217.41000366210938,769.8877061464098,705.4937997727949,145.2118062109318,327.260009765625,214.55999755859375,754.9521578942888,695.5905108235235,143.77188503129375,314.739990234375,215.1999969482422,763.4853417550821,701.5265067822095,144.48185167828373,326.0899963378906,32086300,1422800,10066100,139108000,88282700
2025-06-18,212.52000427246094,758.3674926757812,695.3007202148438,145.47178649902344,322.04998779296875,217.9600067138672,764.7001512175536,701.1168019237268,145.64177507521472,329.32000732421875,212.33999633789062,750.9992637845739,694.4313119124115,143.1119190601379,315.45001220703125,215.08999633789062,761.4441819076172,697.7090678240436,144.00186822839106,317.30999755859375,44360500,1372500,10068300,161494100,95137700
2025-06-20,209.69000244140625,753.2794189453125,681.8897094726562,143.84188842773438,322.1600036621094,214.88999938964844,765.7057762238016,701.3466080737581,146.1917466588846,332.3599853515625,208.27000427246094,733.0865275948634,678.2121990654855,142.6419439392267,317.7799987792969,214.67999267578125,765.0685115498012,700.2773225024961,145.4417889825313,327.95001220703125,75350700,2303900,22538600,242956200,108688000
2025-06-23,208.47000122070312,776.3697509765625,698.0588989257812,144.161865234375,348.67999267578125,210.38999938964844,777.3953545506153,698.578506730811,144.77183143330174,357.5400085449219,207.30999755859375,756.5453249352098,678.2922104620159,142.02198656661903,327.4800109863281,209.7899932861328,757.9891068805032,683.2288810707365,142.49196127355907,327.5400085449219,37311700,1302800,11080100,154308900,190716800
